m,n,act_pct,sel,thresh,init,alpha,village,pred,end_des
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
130,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.023529411764705882,,0.05,,Random,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,Global only,
148,170,0,,0.05,,Random,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
139,170,0.011764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
148,170,0.0058823529411764705,,0.05,,Random,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
148,170,0.011764705882352941,,0.05,,Random,Amatillo,Global only,
133,170,0.011764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
133,170,0.011764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.01764705882352941,,0.05,,Random,Amatillo,Global only,
130,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,Global only,
127,170,0.03529411764705882,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
130,170,0.029411764705882353,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
139,170,0.03529411764705882,,0.05,,Random,Amatillo,Global only,
130,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
130,170,0.029411764705882353,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
142,170,0.023529411764705882,,0.05,,Random,Amatillo,Global only,
130,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=0.3$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.041176470588235294,,0.05,,$\alpha=2$,Amatillo,Global only,
148,170,0.011764705882352941,,0.05,,Random,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0$,Amatillo,Global only,
130,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.3$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.7$,Amatillo,Global only,
139,170,0.011764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
139,170,0.023529411764705882,,0.05,,Random,Amatillo,Global only,
127,170,0.03529411764705882,,0.05,,$\alpha=0$,Amatillo,Global only,
130,170,0.03529411764705882,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.041176470588235294,,0.05,,$\alpha=2$,Amatillo,Global only,
136,147,0.027210884353741496,,0.05,,Random,Cerr\'on,Global only,
130,147,0.027210884353741496,,0.05,,$\alpha=0$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.013605442176870748,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.034013605442176874,,0.05,,Random,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.013605442176870748,,0.05,,Random,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,Global only,
136,147,0,,0.05,,$\alpha=0$,Cerr\'on,Global only,
136,147,0.006802721088435374,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.006802721088435374,,0.05,,Random,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.034013605442176874,,0.05,,Random,Cerr\'on,Global only,
133,147,0.013605442176870748,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.061224489795918366,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.013605442176870748,,0.05,,Random,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
133,147,0.047619047619047616,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
139,147,0.02040816326530612,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.013605442176870748,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
100,107,0.009345794392523364,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=1$,Paternito,Global only,
100,107,0,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,Random,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.028037383177570093,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.009345794392523364,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
97,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.028037383177570093,,0.05,,Random,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
94,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
187,206,0.019417475728155338,,0.05,,Random,Prensa,Global only,
184,206,0.019417475728155338,,0.05,,$\alpha=0$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=0.15$,Prensa,Global only,
175,206,0.04854368932038835,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.019417475728155338,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.03398058252427184,,0.05,,Random,Prensa,Global only,
178,206,0.024271844660194174,,0.05,,$\alpha=0$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=0.15$,Prensa,Global only,
181,206,0.019417475728155338,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.024271844660194174,,0.05,,Random,Prensa,Global only,
178,206,0.043689320388349516,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.038834951456310676,,0.05,,$\alpha=0.15$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.024271844660194174,,0.05,,Random,Prensa,Global only,
166,206,0.06796116504854369,,0.05,,$\alpha=0$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.15$,Prensa,Global only,
184,206,0.02912621359223301,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.014563106796116505,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.02912621359223301,,0.05,,Random,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.038834951456310676,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.038834951456310676,,0.05,,Random,Prensa,Global only,
163,206,0.07281553398058252,,0.05,,$\alpha=0$,Prensa,Global only,
163,206,0.07281553398058252,,0.05,,$\alpha=0.15$,Prensa,Global only,
163,206,0.07281553398058252,,0.05,,$\alpha=0.3$,Prensa,Global only,
169,206,0.05825242718446602,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.04854368932038835,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.043689320388349516,,0.05,,Random,Prensa,Global only,
163,206,0.07281553398058252,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.019417475728155338,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.019417475728155338,,0.05,,Random,Prensa,Global only,
184,206,0.014563106796116505,,0.05,,$\alpha=0$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=0.15$,Prensa,Global only,
181,206,0.019417475728155338,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
181,206,0.038834951456310676,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.024271844660194174,,0.05,,Random,Prensa,Global only,
172,206,0.05825242718446602,,0.05,,$\alpha=0$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=0.15$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.019417475728155338,,0.05,,$\alpha=0.7$,Prensa,Global only,
184,206,0.014563106796116505,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.03398058252427184,,0.05,,Random,Prensa,Global only,
178,206,0.024271844660194174,,0.05,,$\alpha=0$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.024271844660194174,,0.05,,Random,Prensa,Global only,
